과목번호,분반,과목코드,과목명,교수,담은인원,수강생수,exp_capa,review,popular,score
MAS1005,01,MAS1005-01,Critical Thinking for Social Inquiry,장대업,145,104,152,41.0,0,1.2909769736842103
HSS3005,01,HSS3005-01,수화의이해,김미원,105,98,111,47.0,0,1.2875270270270271
CBE2011,01,CBE2011-01,화공수학I,최진훈,54,50,55,7.0,0,1.2852981818181817
CBE3008,01,CBE3008-01,고분자물성,김충익,52,50,53,2.0,0,1.2780226415094342
MGT4204,01,MGT4204-01,시뮬레이션,민재형,39,44,52,8.0,1,1.27764
KOR4504,01,KOR4504-01,문학과문화콘텐츠,양세라,34,35,35,9.0,0,1.274222857142857
EEE4162,01,EEE4162-01,반도체집적회로해석및설계,안길초,38,33,39,4.0,0,1.2717333333333334
HSS3002,02,HSS3002-02,사회봉사,서영아,44,39,46,21.0,0,1.2695913043478262
HFS2002,02,HFS2002-02,신학적인간학,최우혁,62,69,67,52.0,0,1.2655402985074629
MAE3002,01,MAE3002-01,"미디어,인간,사회",김정현,53,47,55,9.0,0,1.2640018181818182
ECO3010,01,ECO3010-01,국제무역론,허정,101,103,137,14.0,1,1.263355182481752
COR1003,26,COR1003-26,영어글로벌의사소통I,"Willers, Arthur Gregory",24,22,26,36.0,0,1.2432000000000003
CBE3002,01,CBE3002-01,공정열역학,임종성,56,56,59,4.0,0,1.2388338983050846
COR1012,01,COR1012-01,인문사회글쓰기,이상헌,25,26,28,67.0,0,1.2384821428571429
CHI3017,01,CHI3017-01,중국어문법의이해,강병규,33,34,35,6.0,0,1.2330685714285714
SHU4029,01,SHU4029-01,광고로사회읽기,김봉석,92,80,99,13.0,0,1.2237858585858585
JAS4032,01,JAS4032-01,소셜미디어와글로벌소비자행동,윤각,42,50,45,3.0,0,1.2169733333333332
ECO2002,01,ECO2002-01,경제학원론II,곽노선,68,63,99,46.0,1,1.2142052525252527
LCU4107,02,LCU4107-02,튜터링을통한글쓰기능력신장,곽상순,35,37,38,13.0,0,1.2129342105263157
SHU4010,01,SHU4010-01,동남아시아전통사회의이해,김종호,36,43,39,7.0,0,1.2084000000000001
COR1005,01,COR1005-01,영어글로벌의사소통I(고급),"Thigpen, Byron Douglas",20,18,22,19.0,0,1.2042727272727272
COR1005,02,COR1005-02,영어글로벌의사소통I(고급),"Thigpen, Byron Douglas",20,16,22,19.0,0,1.2042727272727272
CHS2003,03,CHS2003-03,현대동아시아의형성,윤병남,52,58,57,14.0,0,1.2025684210526317
MEE2022,01,MEE2022-01,열역학I,정시영,53,48,58,7.0,0,1.1962465517241379
CSE4110,01,CSE4110-01,데이터베이스시스템,박석,80,74,88,12.0,0,1.1960000000000002
POL3108,01,POL3108-01,근대정치사상,김종철,11,11,12,2.0,0,1.19405
CHM2151,02,CHM2151-02,분석화학실험,신운섭,11,10,12,0.0,0,1.1916666666666667
CHM2151,01,CHM2151-01,분석화학실험,신운섭,11,10,12,0.0,0,1.1916666666666667
ECO3009,01,ECO3009-01,공공경제학,김홍균,59,68,85,9.0,1,1.1836163529411765
LCU4017,01,LCU4017-01,비즈니스영어연습,채현순,18,19,20,9.0,0,1.18053
POL2002,02,POL2002-02,정치학개론,김영수,39,25,45,47.0,0,1.17962
REL3009,01,REL3009-01,도교의중심사상,최수빈,26,25,29,8.0,0,1.174841379310345
MEE2011,01,MEE2011-01,고체역학,이형일,58,56,65,11.0,0,1.17276
MAT2410,01,MAT2410-01,응용수학I,유지현,63,64,71,12.0,0,1.16736338028169
CBE2011,02,CBE2011-02,화공수학I,이종석,41,36,46,3.0,0,1.1621717391304347
STU4005,01,STU4005-01,바다의이해,이은일,102,107,117,25.0,0,1.1616666666666666
BIO2311,01,BIO2311-01,생명유기화학,서미정,45,47,51,3.0,0,1.1504999999999999
EEE2112,01,EEE2112-01,회로이론,범진욱,63,65,72,10.0,0,1.148875
PHY1001,08,PHY1001-08,일반물리I,손원민,61,60,71,25.0,0,1.1448239436619718
BIO1101,04,BIO1101-04,일반생물학I,이규호,57,56,66,14.0,0,1.1384454545454545
EUR2303,01,EUR2303-01,프랑스어문법1,김이정,24,20,28,15.0,0,1.131
PSY4042,01,PSY4042-01,직업심리학,박춘신,32,26,37,4.0,0,1.1288216216216216
ECOG040,01,ECOG040-01,고급수리통계학,최인,8,6,12,0.0,1,1.1266666666666667
COR1009,02,COR1009-02,컴퓨팅사고력,강은숙,38,39,48,89.0,0,1.1207624999999999
KOR3209,01,KOR3209-01,문학주제학,우찬제,23,23,27,12.0,0,1.1206962962962963
SPM3011,01,SPM3011-01,스포츠생리학,김태형,44,39,52,12.0,0,1.1132000000000002
EEE2112,02,EEE2112-02,회로이론,범진욱,61,60,72,10.0,0,1.1124027777777776
SPM3106,01,SPM3106-01,체력트레이닝,최대혁,23,19,27,4.0,0,1.111837037037037
EEE3121,02,EEE3121-02,물리전자공학II,최우영,51,50,60,6.0,0,1.11163
PSY4009,01,PSY4009-01,집단행동의심리학,남상희,51,52,60,6.0,0,1.11163
JPN2007,01,JPN2007-01,시사일본어,김인혜,17,18,20,6.0,0,1.11163
MAT3430,02,MAT3430-02,응용통계학및실습,임경필,17,18,20,2.0,0,1.10721
LCS2001,01,LCS2001-01,독일언어와문화I,조한렬,24,24,29,28.0,0,1.1059862068965518
LAU4014,01,LAU4014-01,한국미술의역사와감상,강희정,22,25,26,2.0,0,1.1022
JAS4014,01,JAS4014-01,데이터마이닝,임종섭,11,15,13,1.0,0,1.1011
EEE2103,02,EEE2103-02,고급공학수학I,박형민,53,50,64,10.0,0,1.0873281250000002
PHY4203,01,PHY4203-01,물리특허와기술이전,김현진,5,5,6,3.0,0,1.0865833333333332
CHI3003,01,CHI3003-01,중국어3,문영희,28,29,34,11.0,0,1.082364705882353
CHM1051,08,CHM1051-08,일반화학실험I,이원구,14,15,17,4.0,0,1.074870588235294
CHS2004,02,CHS2004-02,현대서양의형성,이종훈,28,32,35,33.0,0,1.07432
MAT2010,01,MAT2010-01,집합론,신창언,45,47,55,9.0,0,1.0732090909090908
CBE2005,01,CBE2005-01,응용유기화학,오세용,60,58,74,13.0,0,1.0677567567567565
ETU4004,01,ETU4004-01,동아시아철학고전읽기,조성환,59,78,73,11.0,0,1.0622424657534246
ENG2103,01,ENG2103-01,작문과수사학,채서영,17,16,21,5.0,0,1.057642857142857
SOC2001,02,SOC2001-02,사회학개론,김영수,39,29,49,21.0,0,1.0564224489795917
CSE4116,01,CSE4116-01,임베디드시스템소프트웨어,박성용,21,18,26,5.0,0,1.05525
BIO1101,03,BIO1101-03,일반생물학I,주봉건,46,46,58,23.0,0,1.054748275862069
COR1009,11,COR1009-11,컴퓨팅사고력,권미수,43,40,59,100.0,0,1.0422033898305085
COR1012,15,COR1012-15,인문사회글쓰기,이상헌,21,19,28,67.0,0,1.040325
PHY1101,19,PHY1101-19,일반물리실험I,Scopel Stefano,15,17,19,8.0,0,1.0345263157894737
COR1012,13,COR1012-13,인문사회글쓰기,심진경,21,18,28,61.0,0,1.0344749999999998
BIO3212,01,BIO3212-01,생명공학개론,"Lee, Hosuk Sean",37,36,47,6.0,0,1.0295446808510638
PHY1001,07,PHY1001-07,일반물리I,장준익,55,60,71,19.0,0,1.026176056338028
HLU4014,01,HLU4014-01,야구,남기정,25,20,32,7.0,0,1.022734375
HLU4015,02,HLU4015-02,골프,신은철,18,21,23,1.0,0,1.0184086956521738
HSS3019,01,HSS3019-01,세계를간다,박혜윤,7,2,9,0.0,0,1.011111111111111
STS2002,03,STS2002-03,생명과환경,"Lee, Hosuk Sean",45,45,59,19.0,0,1.0103644067796609
EDU3001,01,EDU3001-01,교육과정,양미경,16,13,21,4.0,0,0.9944380952380952
PSY3010,01,PSY3010-01,인사심리학,장재윤,38,46,50,1.0,0,0.9889879999999999
ENG2101,02,ENG2101-02,영문학작문,BonfiglioRichardPaul,12,9,16,2.0,0,0.9769500000000001
BIO4931,01,BIO4931-01,응용바이오기술실험,이병하,6,11,8,0.0,0,0.9750000000000001
CBE3004,02,CBE3004-02,화공유체역학,문준혁,52,45,70,8.0,0,0.9734400000000002
EEE3163,01,EEE3163-01,고급디지털회로설계,송태경,33,27,45,7.0,0,0.9600066666666665
CBE2003,01,CBE2003-01,화공생명공학양론,나정걸,72,68,99,9.0,0,0.9539636363636363
MEE3004,01,MEE3004-01,생산공정,김낙수,45,45,62,9.0,0,0.9520403225806451
MGT4102,01,MGT4102-01,경영전략,김양민,35,45,63,12.0,1,0.9501555555555556
AMC2031,02,AMC2031-02,미국학입문,박상기,13,12,18,8.0,0,0.9464000000000001
COR1016,16,COR1016-16,알바트로스세미나(경영),김용진,8,8,11,0.0,0,0.9454545454545454
AAT3015,01,AAT3015-01,3D Modeling Studio,이형기,23,22,32,11.0,0,0.944653125
LCU4106,01,LCU4106-01,현대중동이해,박현도,13,23,18,6.0,0,0.9445222222222224
KORQ981,01,KORQ981-01,국어교과교육론,주세형,5,5,7,2.0,0,0.9304285714285715
KSC3001,01,KSC3001-01,한국사회이해를위한학문적읽기,박지현,5,8,7,0.0,0,0.9285714285714286
KSC3004,01,KSC3004-01,한국사회이해를위한논리적말하기,박지현,5,8,7,0.0,0,0.9285714285714286
HIS3007,01,HIS3007-01,중국중세사,정면,48,77,68,3.0,0,0.9204
PHI2003,01,PHI2003-01,서양철학사,서동욱,39,35,56,15.0,0,0.9189375
CHM2651,02,CHM2651-02,생화학실험,이현수,12,12,17,0.0,0,0.9176470588235295
COR1016,08,COR1016-08,알바트로스세미나(경영),정재학,7,8,10,0.0,0,0.9099999999999999
COR1016,14,COR1016-14,알바트로스세미나(경영),김명석,7,9,10,0.0,0,0.9099999999999999
MEEG018,01,MEEG018-01,시스템모델링및해석,박정열,23,20,33,0.0,0,0.9060606060606061
HLU4015,03,HLU4015-03,골프,신은철,16,17,23,1.0,0,0.9052521739130434
EDUF982,01,EDUF982-01,외국어교과논리및논술,이요안,9,9,13,1.0,0,0.9009
LAU4015,01,LAU4015-01,서양미술의역사와감상,정은진,69,55,103,30.0,0,0.897
PHY1101,28,PHY1101-28,일반물리실험I,이범훈,13,19,19,0.0,0,0.8894736842105264
COR1012,11,COR1012-11,인문사회글쓰기,심진경,18,18,28,61.0,0,0.8866928571428572
PHI3033,01,PHI3033-01,"선진,한철학사",정재현,27,30,40,5.0,0,0.8818874999999999
BIO3311,01,BIO3311-01,발생학,김원선,8,5,12,1.0,0,0.8675333333333333
COR1015,19,COR1015-19,알바트로스세미나,장준익,8,14,12,0.0,0,0.8666666666666667
ROT4002,01,ROT4002-01,안전및조직관리사례연구,0,6,6,9,0.0,0,0.8666666666666667
COR1003,31,COR1003-31,영어글로벌의사소통I,"Bailey, Andrew",11,24,17,16.0,0,0.854635294117647
CHM2331,01,CHM2331-01,유기화학특론I,이원구,17,19,26,3.0,0,0.85255
GKS3002,01,GKS3002-01,Intro to Korea thru Literature and Film,방희경,32,53,49,3.0,0,0.8515265306122449
COR1015,25,COR1015-25,알바트로스세미나,이병하,15,18,23,0.0,0,0.8478260869565217
COR1012,16,COR1012-16,인문사회글쓰기,이상헌,17,16,28,67.0,0,0.8421678571428571
MEE3001,01,MEE3001-01,재료거동학,이형일,21,23,33,6.0,0,0.8322363636363637
COR1016,02,COR1016-02,알바트로스세미나(경영),이정진,7,8,11,0.0,0,0.8272727272727273
SHS2007,02,SHS2007-02,생활속의심리학,한기백,35,37,57,24.0,0,0.8174035087719299
MEE2006,02,MEE2006-02,공학수학I,정봉근,57,51,94,20.0,0,0.8040638297872341
CSE4188,01,CSE4188-01,암호학기초,김세준,35,45,57,7.0,0,0.8038333333333333
BNTG031,01,BNTG031-01,지식재산권과특허,김현진,11,9,18,7.0,0,0.8000055555555555
COR1009,01,COR1009-01,컴퓨팅사고력,나미향,19,22,34,100.0,0,0.7991176470588236
COR1014,02,COR1014-02,한국어글쓰기,오경숙,11,17,18,4.0,0,0.7976222222222223
COR1012,03,COR1012-03,인문사회글쓰기,이상헌,16,15,28,67.0,0,0.7926285714285715
LCS2004,01,LCS2004-01,프랑스언어와문화II,김지현,18,19,30,7.0,0,0.7854599999999999
COR1016,09,COR1016-09,알바트로스세미나(경영),김양민,6,8,10,0.0,0,0.78
COR1016,04,COR1016-04,알바트로스세미나(경영),황국재,6,8,10,0.0,0,0.78
CHM1051,16,CHM1051-16,일반화학실험I,이원구,10,9,17,4.0,0,0.7677647058823529
COR1009,08,COR1009-08,컴퓨팅사고력,강은숙,26,29,48,89.0,0,0.7668375000000001
BIO1105,01,BIO1105-01,일반생물학실험I,"Lee, Hosuk Sean",10,11,17,0.0,0,0.7647058823529411
COR1015,30,COR1015-30,알바트로스세미나,박진형,7,17,12,0.0,0,0.7583333333333333
SHU4068,03,SHU4068-03,한중정치사회의이해(중국어)(중국어강의),전성흥,25,40,43,2.0,0,0.7573255813953489
POL3080,01,POL3080-01,현대북한의정치,정영철,53,58,93,21.0,0,0.7564182795698925
MGT4227,01,MGT4227-01,지식경영과서비스혁신,김용진,19,32,43,9.0,1,0.7534648837209301
COR1014,03,COR1014-03,한국어글쓰기,한새해,11,20,19,1.0,0,0.7533842105263158
KSC3003,01,KSC3003-01,한국사회이해를위한전략적듣기,오문경,4,8,7,0.0,0,0.7428571428571429
EEE2135,02,EEE2135-02,디지털회로설계,김영록,45,44,80,15.0,0,0.7422187499999999
MGT3005,02,MGT3005-02,관리회계,양준선,31,34,72,12.0,1,0.7363705555555556
PSY3022,01,PSY3022-01,다문화심리학,나진경,67,86,124,21.0,0,0.7171701612903226
COR1009,03,COR1009-03,컴퓨팅사고력,강은숙,24,27,48,89.0,0,0.70785
COR1003,32,COR1003-32,영어글로벌의사소통I,"Bailey, Andrew",9,15,17,16.0,0,0.6992470588235296
CHM1051,06,CHM1051-06,일반화학실험I,조규봉,8,9,15,1.0,0,0.6940266666666666
PHI3003,01,PHI3003-01,서양근대철학사,"Kim, Halla",9,11,17,4.0,0,0.6909882352941178
CHM2651,01,CHM2651-01,생화학실험,이현수,9,10,17,0.0,0,0.6882352941176472
BIO3712,01,BIO3712-01,미생물생리학,이규호,10,11,20,4.0,0,0.6526000000000001
COR1014,06,COR1014-06,한국어글쓰기,오경숙,9,19,18,4.0,0,0.6526000000000001
COR1014,05,COR1014-05,한국어글쓰기,박진혁,9,20,18,4.0,0,0.6526000000000001
MEE4015,01,MEE4015-01,바이오역학,신충수,12,12,24,3.0,0,0.6519499999999999
COR1016,18,COR1016-18,알바트로스세미나(경영),송민섭,5,8,10,0.0,0,0.65
ENG3305,01,ENG3305-01,영어화용론,한승훈,20,19,41,15.0,0,0.6436585365853658
STS2004,08,STS2004-08,대학수학,김지현,28,35,60,58.0,0,0.6418533333333334
LCU4105,01,LCU4105-01,초급아랍어,김재희,17,18,36,22.0,0,0.6273944444444445
LCS2008,02,LCS2008-02,일본언어와문화II,김인혜,11,16,23,5.0,0,0.6248478260869565
MGT3006,04,MGT3006-04,마케팅원론,박경도,13,18,36,11.0,1,0.6169908333333334
COR1014,01,COR1014-01,한국어글쓰기,한새해,9,20,19,1.0,0,0.6164052631578947
COR1003,33,COR1003-33,영어글로벌의사소통I,조혜연,11,25,24,14.0,0,0.604175
COR1016,10,COR1016-10,알바트로스세미나(경영),홍광헌,5,8,11,0.0,0,0.5909090909090909
COR1016,17,COR1016-17,알바트로스세미나(경영),김도성,5,9,11,0.0,0,0.5909090909090909
COR1016,11,COR1016-11,알바트로스세미나(경영),조성빈,5,8,11,0.0,0,0.5909090909090909
STS2002,04,STS2002-04,생명과환경,신형두,17,22,38,9.0,0,0.5868131578947368
COR1014,04,COR1014-04,한국어글쓰기,오경숙,8,20,18,4.0,0,0.580088888888889
BIO1101,02,BIO1101-02,일반생물학I,"Lee, Hosuk Sean",22,21,50,14.0,0,0.5800080000000001
SPM3120,01,SPM3120-01,댄스피트니스,이수현,8,7,18,2.0,0,0.5789333333333334
CHM2101,01,CHM2101-01,분석화학,신운섭,30,29,68,6.0,0,0.5769705882352941
LCS2001,07,LCS2001-07,독일언어와문화I,조한렬,12,27,29,28.0,0,0.5529931034482759
MGT3001,06,MGT3001-06,조직행동이론,이인석,28,45,90,24.0,1,0.5383964444444445
CBE4004,01,CBE4004-01,분리정제공정,이광순,14,14,34,1.0,0,0.5358294117647058
COR1016,23,COR1016-23,알바트로스세미나(경영),이윤동,4,9,10,1.0,0,0.52052
COR1016,19,COR1016-19,알바트로스세미나(경영),김주영,4,9,10,0.0,0,0.52
LCU4103,02,LCU4103-02,기본영어,김영나,10,16,25,0.0,0,0.52
COR1016,22,COR1016-22,알바트로스세미나(경영),양준선,4,9,10,0.0,0,0.52
LAU4038,01,LAU4038-01,동양미술의이해,장수민,10,12,26,6.0,0,0.503
PUB3014,01,PUB3014-01,계약과법,엄동섭,8,8,21,5.0,0,0.49771428571428566
CHMG301,01,CHMG301-01,고급유기화학I,이덕형,3,4,8,2.0,0,0.48847500000000005
COR1016,26,COR1016-26,알바트로스세미나(경영),최장호,6,7,16,0.0,0,0.48750000000000004
HFS2002,03,HFS2002-03,신학적인간학,강선남,15,18,41,21.0,0,0.4855975609756097
CHS2001,01,CHS2001-01,한국문화와역사,정선용,23,25,64,37.0,0,0.4844734375
SPM3005,01,SPM3005-01,레크리에이션의이론과실제,이문진,12,9,33,21.0,0,0.48265454545454545
STS2004,09,STS2004-09,대학수학,김순영,19,21,55,73.0,0,0.48187454545454544
MGT3006,05,MGT3006-05,마케팅원론,박경도,10,14,36,11.0,1,0.4746083333333333
COR1016,24,COR1016-24,알바트로스세미나(경영),안성필,4,9,11,0.0,0,0.4727272727272727
COR1016,29,COR1016-29,알바트로스세미나(경영),이상근,4,8,11,0.0,0,0.4727272727272727
LCU4103,01,LCU4103-01,기본영어,김영나,9,22,25,0.0,0,0.468
COR1009,04,COR1009-04,컴퓨팅사고력,장나은,14,13,46,96.0,0,0.4336347826086957
BIO4921,01,BIO4921-01,특수연구,이병하,1,1,3,0.0,0,0.43333333333333335
ETS2004,04,ETS2004-04,종교와세계문화,최용운,38,47,139,100.0,0,0.3909352517985612
COR1016,27,COR1016-27,알바트로스세미나(경영),김민균,3,9,10,0.0,0,0.39
CHM2101,02,CHM2101-02,분석화학,신운섭,20,24,68,6.0,0,0.3846470588235294
SHU4068,02,SHU4068-02,한중정치사회의이해(중국어)(중국어강의),장윤미,12,30,42,0.0,0,0.37142857142857144
COR1016,36,COR1016-36,알바트로스세미나(경영),장영균,3,9,11,0.0,0,0.35454545454545455
SPM3015,01,SPM3015-01,서사적체육:스포츠와스토리텔링,정용철,7,6,26,8.0,0,0.3528
ETS2004,06,ETS2004-06,종교와세계문화,최용운,33,41,139,100.0,0,0.3394964028776979
COR1016,13,COR1016-13,알바트로스세미나(경영),이상호,2,8,10,0.0,0,0.26
ECOG020,01,ECOG020-01,고급거시경제학I,남주하,1,1,7,0.0,1,0.24142857142857144
COR1016,28,COR1016-28,알바트로스세미나(경영),서정일,2,9,11,0.0,0,0.23636363636363636
COR1016,05,COR1016-05,알바트로스세미나(경영),양동훈,2,8,11,0.0,0,0.23636363636363636
SPM3120,02,SPM3120-02,댄스피트니스,이수현,3,2,18,2.0,0,0.21710000000000002
KSC1003,01,KSC1003-01,대학생활을위한전략적듣기,오문경,1,5,8,0.0,0,0.1625
SHS2002,06,SHS2002-06,한국과세계(중국어강의),신은영,4,18,33,0.0,0,0.1575757575757576
SOC4001,01,SOC4001-01,졸업논문,오세일,0,2,3,0.0,0,0.0
