과목명,교수명,수업요일,수업시간,강의실,소속,과목코드,학점,권장학년,교수특징,경쟁점수,꿀점수,배움점수
영어글로벌의사소통2,"Barnard,Stephen John",수금,13:30~14:45,없음,,,,,,,,
영어글로벌의사소통2,"Barnard,Stephen John",수금,15:00~16:15,없음,,,,,,,,
영어읽기와토론연습,"Willers, Arthur Gregory",수금,15:00~16:15,없음,,,,,,,,
실용영어와발표연습,이주영,월수,12:00~13:15,없음,전인교육원,TLS1006-01,3.0,1,없음,알수없음,0.0,0.0
교육학개론,김재웅,월수,10:30~11:45,없음,,,,,,,,
교육철학및교육사,한석훈,월,16:30~18:20,없음,,,,,,,,
교육심리,김명숙,화,16:30~18:20,없음,교육문화,EDU2003-01,2.0,14,없음,알수없음,0.0,0.0
교육방법및교육공학,양미경,화목,15:00~15:50,없음,,,,,,,,
교육과정,양미경,화목,10:30~11:20,없음,,,,,,,,
교육행정및교육경영,김재웅,월수,12:00~12:50,없음,,,,,,,,
교육사회,김영미,월,13:30~15:20,없음,교육문화,EDU3033-01,2.0,24,없음,알수없음,0.0,0.0
생활지도및상담,한기백,수금,15:00~15:50,없음,교육문화,EDU3037-01,2.0,24,없음,알수없음,0.0,0.0
특수교육학개론,박미경,월,16:30~18:20,없음,,,,,,,,
교육평가,이예경,화목,15:00~15:50,없음,교육문화,EDU3047-01,2.0,34,없음,1.872,0.0,0.0
중급일본어2,임시은,월수,10:30~11:45,없음,,,,,,,,
일본어작문,서명진,화목,13:30~14:45,없음,,,,,,,,
시사일본어,김인혜,화목,12:00~13:15,없음,,,,,,,,
일본문학의이해,강소영,화목,10:30~11:45,없음,,,,,,,,
일본학개론,윤병남,화목,16:30~17:45,없음,,,,,,,,
일본문화특강2,유양근,월,13:30~16:15,없음,,,,,,,,
일본사회특강,정녕,금,10:30~13:15,없음,일본문화,JPN4011-01,3.0,24,없음,알수없음,0.0,0.0
여성학개론,김엘리,월수,10:30~11:45,없음,여성학,GES2002-01,3.0,14,없음,알수없음,0.0,0.0
여성심리학,이아람,화목,10:30~11:45,K401,여성학,GES3009-01,3.0,14,없음,알수없음,0.0,0.0
남성문화연구,김엘리,월수,12:00~13:15,없음,여성학,GES3010-01,3.0,14,없음,알수없음,0.0,0.0
여성학이론,이동옥,금,10:30~13:15,K401,,,,,,,,
여성과미디어,장은미,월수,16:30~17:45,K401,여성학,GESG004-01,3.0,14,없음,알수없음,0.0,0.0
사회변동과제도의정치경제학,구본우,수금,15:00~16:15,없음,,,,,,,,
바이오융합기술프로젝트1,유양모,금,10:30~13:15,없음,,,,,,,,
분자유전체공학,조규봉,화목,12:00~13:15,없음,바이오융합기술,BNTG011-01,3.0,14,없음,알수없음,0.0,0.0
지식재산권과특허,김현진,화,16:30~19:15,없음,,,,,,,,
레크리에이션의이론과실제,이문진,금,10:30~12:20,없음,,,,,,,,
스포츠사회학,안현균,월,13:30~15:20,없음,스포츠미디어,SPM3007-01,2.0,14,없음,알수없음,0.0,0.0
스포츠마케팅,정수봉,월,10:30~12:20,없음,스포츠미디어,SPM3009-01,2.0,14,없음,알수없음,0.0,0.0
스포츠산업론,이명선,수,15:00~16:50,없음,스포츠미디어,SPM3010-01,2.0,14,없음,알수없음,0.0,0.0
스포츠생리학,김태형,금,10:30~12:20,없음,,,,,,,,
스포츠심리학,정용철,화,12:00~13:50,없음,스포츠미디어,SPM3012-01,2.0,14,없음,알수없음,0.0,0.0
스포츠소비자행동론,이명선,목,10:30~12:20,없음,스포츠미디어,SPM3014-01,2.0,24,없음,알수없음,0.0,0.0
서사적체육:스포츠와스토리텔링,정용철,목,12:00~13:50,없음,,,,,,,,
체력트레이닝,최대혁,화목,15:00~16:15,없음,스포츠미디어,SPM3106-01,2.0,14,없음,1.112,0.0,0.0
댄스스포츠1,김수미,수,12:00~13:50,없음,스포츠미디어,SPM3113-02,1.0,14,없음,1.31,0.0,0.0
댄스피트니스,이수현,월,12:00~13:50,없음,스포츠미디어,SPM3120-01,1.0,14,없음,0.488,0.0,0.0
댄스피트니스,이수현,수,10:30~12:20,없음,스포츠미디어,SPM3120-01,1.0,14,없음,0.488,0.0,0.0
댄스피트니스,이수현,수,10:30~12:20,없음,스포츠미디어,SPM3120-02,1.0,14,없음,0.488,0.0,0.0
법과정의,이상복,화목,10:30~11:45,없음,,,,,,,,
법적사고와논리,윤광균,월수,12:00~13:15,없음,,,,,,,,
법과현대사회,이상수,수금,09:00~10:15,없음,,,,,,,,
국민의기본적권리에대한이해,임지봉,화목,15:00~16:15,없음,공공인재,PUB3001-01,3.0,14,없음,알수없음,0.0,0.0
범죄와형벌의이해,이호중,수금,15:00~16:15,없음,공공인재,PUB3008-01,3.0,14,없음,2.14,0.0,0.0
형사절차의이해1,박용철,월수,10:30~11:45,없음,,,,,,,,
국가와법,정재도,월수,12:00~13:15,없음,공공인재,PUB3012-01,3.0,14,없음,알수없음,0.0,0.0
계약과법,엄동섭,화목,10:30~11:45,없음,공공인재,PUB3014-01,3.0,14,없음,0.498,0.0,0.0
형사정책과법,김지연,수금,13:30~14:45,없음,공공인재,PUB3017-01,3.0,34,없음,알수없음,0.0,0.0
미국사회와법,박용철,화목,13:30~14:45,없음,공공인재,PUB3018-01,3.0,14,없음,알수없음,0.0,0.0
기업가정신과사업기회포착,홍철기,화,15:00~17:45,없음,스타트업,SUA2004-01,3.0,34,없음,알수없음,0.0,0.0
실전스타트업(캡스톤디자인),"이철수, 홍철기",화목,13:30~14:45,없음,,,,,,,,
기업과지식재산,홍철기,목,15:00~17:45,없음,스타트업,SUA4005-01,3.0,14,없음,1.518,0.0,1.0
기초C언어,강호석,화목,13:30~14:45,없음,융합소프트웨어,CSW2010-01,3.0,24,없음,알수없음,0.0,0.0
기초C언어,강호석,화목,13:30~14:45,없음,빅데이터사이언스,CSW2010-01,3.0,24,없음,알수없음,0.0,0.0
기초C언어,강호석,월수,12:00~13:15,없음,,,,,,,,
알고리즘입문,임종석,화목,15:00~16:15,없음,빅데이터사이언스,CSW3010-01,3.0,24,꿀귀꼰대도도,알수없음,0.0,0.0
알고리즘입문,임종석,화목,15:00~16:15,없음,인공지능,CSW3010-01,3.0,24,꿀귀꼰대도도,알수없음,0.0,0.0
알고리즘입문,임종석,화목,15:00~16:15,없음,융합소프트웨어,CSW3010-01,3.0,24,꼰대,알수없음,0.0,0.0
소프트웨어공학입문,박수용,수금,13:30~14:45,없음,융합소프트웨어,CSW3040-01,3.0,24,없음,알수없음,0.0,0.0
빅데이터학,홍정하,화목,12:00~13:15,없음,,,,,,,,
문화산업과스토리텔링,양문실,수금,15:00~16:15,없음,융합소프트웨어,CSW3070-01,3.0,24,없음,알수없음,0.0,0.0
정보처리및자연언어처리,홍정하,화목,10:30~11:45,없음,융합소프트웨어,CSW4020-01,3.0,24,도도,알수없음,0.0,1.0
정보처리및자연언어처리,홍정하,화목,10:30~11:45,없음,빅데이터사이언스,CSW4020-01,3.0,24,도도,알수없음,0.0,1.0
정보처리및자연언어처리,홍정하,화목,10:30~11:45,없음,인공지능,CSW4020-01,3.0,24,도도,알수없음,0.0,1.0
국제개발협력개론,한재광,화목,10:30~11:45,없음,한국발전과국제개발협력,KIC2001-01,3.0,14,없음,알수없음,0.0,0.0
한국국제개발협력정책과사례,한재광,화목,12:00~13:15,없음,한국발전과국제개발협력,KIC3013-01,3.0,14,없음,알수없음,0.0,0.0
문화와공공외교,최지선,월,13:30~16:15,없음,,,,,,,,
유럽문학의명작감상,전종호,화목,16:30~17:45,없음,유럽문화,EUR2103-01,3.0,14,없음,알수없음,0.0,0.0
초급독문강독,김연신,화목,15:00~16:15,없음,유럽문화,EUR2203-01,3.0,24,없음,알수없음,0.0,0.0
기초프랑스어,권현정,화목,13:30~14:45,없음,유럽문화,EUR2301-01,3.0,12,없음,알수없음,0.0,0.0
프랑스어문법1,김이정,화목,12:00~13:15,없음,유럽문화,EUR2303-01,3.0,12,없음,1.131,0.0,0.0
유럽의정치와제도,윤석준,화목,09:00~10:15,없음,유럽문화,EUR3107-01,3.0,14,꼰대,알수없음,0.0,0.0
시청각독어1,Brose Iris,월,13:30~16:15,없음,유럽문화,EUR3202-01,3.0,14,없음,알수없음,0.0,0.0
독작문1,"Jungk, Erik-Joachim",화목,10:30~11:45,없음,,,,,,,,
중급독어회화,"Jungk, Erik-Joachim",월수,16:30~17:45,없음,,,,,,,,
독문법2,이민수,금,10:30~13:15,없음,유럽문화,EUR3222-01,3.0,24,없음,알수없음,0.0,0.0
독일어권문화탐방,김형민,월수,10:30~11:45,없음,유럽문화,EUR3244-01,3.0,24,꿀귀,알수없음,0.0,0.0
독일현대소설입문,조효원,화목,13:30~14:45,없음,유럽문화,EUR3251-01,3.0,24,없음,알수없음,0.0,0.0
시청각프랑스어2,전재연,월수,10:30~11:45,없음,유럽문화,EUR3321-01,3.0,34,없음,알수없음,0.0,0.0
프랑스어작문2,"Castagnes, Gilles Yves",수금,09:00~10:15,J102,,,,,,,,
프랑스언어학,박정섭,수금,13:30~14:45,없음,유럽문화,EUR3343-01,3.0,24,도도,알수없음,0.0,0.0
프랑스18세기문학,전종호,화목,15:00~16:15,없음,유럽문화,EUR3346-01,3.0,24,없음,알수없음,1.0,1.0
프랑스문학과여성,백수린,금,10:30~13:15,없음,유럽문화,EUR3352-01,3.0,24,없음,알수없음,0.0,0.0
유럽문화와종교,조효원,월수,12:00~13:15,없음,유럽문화,EUR4153-01,3.0,24,없음,알수없음,0.0,0.0
시청각프랑스어4,"Castagnes, Gilles Yves",수금,15:00~16:15,J102,,,,,,,,
독일어문장구조의이해,김형민,화목,12:00~13:15,없음,유럽문화,EURG212-01,3.0,34,꿀귀,알수없음,0.0,0.0
프랑스어강독과번역,권현정,월,13:30~16:15,없음,유럽문화,EURG304-01,3.0,24,없음,알수없음,0.0,0.0
지식융합미디어입문,이수영,화,15:00~16:15,없음,지식융합미디어학부,MAS1001-01,1.0,1,없음,알수없음,0.0,0.0
지식융합미디어입문,이수영,화,15:00~16:15,없음,커뮤니케이션학,MAS1001-01,1.0,1,없음,알수없음,0.0,0.0
Creativity & Visual Expression,유현재,월수,09:00~10:15,없음,,,,,,,,
Creativity & Visual Expression,정새해,금,10:30~13:15,없음,지식융합미디어학부,MAS1002-02,3.0,1,없음,알수없음,0.0,0.0
Creativity & Visual Expression,정새해,금,10:30~13:15,없음,커뮤니케이션학,MAS1002-02,3.0,1,없음,알수없음,0.0,0.0
Creativity & Visual Expression,정새해,월,13:30~16:15,없음,지식융합미디어학부,MAS1002-03,3.0,1,없음,알수없음,0.0,0.0
Creativity & Visual Expression,정새해,월,13:30~16:15,없음,커뮤니케이션학,MAS1002-03,3.0,1,없음,알수없음,0.0,0.0
Data&AI,정문열,수금,13:30~14:45,없음,지식융합미디어학부,MAS1004-01,3.0,1,없음,알수없음,0.0,0.0
Data&AI,정문열,수금,13:30~14:45,없음,빅데이터사이언스,MAS1004-01,3.0,1,없음,알수없음,0.0,0.0
Data&AI,정문열,수금,13:30~14:45,없음,커뮤니케이션학,MAS1004-01,3.0,1,없음,알수없음,0.0,0.0
Data&AI,사영준,화목,09:00~10:15,없음,지식융합미디어학부,MAS1004-02,3.0,1,악마,알수없음,0.0,1.0
Data&AI,사영준,화목,09:00~10:15,없음,빅데이터사이언스,MAS1004-02,3.0,1,악마,알수없음,0.0,1.0
Data&AI,사영준,화목,09:00~10:15,없음,커뮤니케이션학,MAS1004-02,3.0,1,악마,알수없음,0.0,1.0
Critical Thinking for Social Inquiry,장대업,화목,13:30~14:45,없음,,,,,,,,
전략커뮤니케이션,신호창,화목,10:30~11:45,없음,,,,,,,,
인간소통과미디어,임인재,수금,13:30~14:45,없음,지식융합미디어학부,MAS2004-01,3.0,12,없음,알수없음,0.0,0.0
인간소통과미디어,임인재,수금,13:30~14:45,없음,커뮤니케이션학,MAS2004-01,3.0,12,없음,알수없음,0.0,0.0
시각과음향의향연,"Unger, Michael Anthony",월,13:30~16:15,없음,,,,,,,,
공연과디지털테크놀로지,김희재,금,10:30~13:15,X514,지식융합미디어학부,MAS2006-01,3.0,24,없음,알수없음,0.0,0.0
공연과디지털테크놀로지,김희재,금,10:30~13:15,X514,커뮤니케이션학,MAS2006-01,3.0,24,없음,알수없음,0.0,0.0
Fundamentals of Programming and Problem Solving,이상욱,화목,13:30~14:45,없음,지식융합미디어학부,MAS2008-01,3.0,24,없음,알수없음,0.0,0.0
Fundamentals of Programming and Problem Solving,이상욱,화목,13:30~14:45,없음,커뮤니케이션학,MAS2008-01,3.0,24,없음,알수없음,0.0,0.0
Machine Learning Programming,정문열,화목,15:00~16:15,없음,지식융합미디어학부,MAS2009-01,3.0,24,없음,알수없음,0.0,0.0
Machine Learning Programming,정문열,화목,15:00~16:15,없음,인공지능,MAS2009-01,3.0,24,없음,알수없음,0.0,0.0
Machine Learning Programming,정문열,화목,15:00~16:15,없음,커뮤니케이션학,MAS2009-01,3.0,24,없음,알수없음,0.0,0.0
미디어커뮤니케이션조사론,김정현,화목,13:30~14:45,없음,지식융합미디어학부,MAS3001-01,3.0,24,천사,알수없음,0.0,0.0
미디어커뮤니케이션조사론,김정현,화목,13:30~14:45,없음,커뮤니케이션학,MAS3001-01,3.0,24,천사,알수없음,0.0,0.0
미디어커뮤니케이션조사론,심혜린,화목,16:30~17:45,없음,지식융합미디어학부,MAS3001-02,3.0,24,없음,알수없음,0.0,0.0
미디어커뮤니케이션조사론,심혜린,화목,16:30~17:45,없음,커뮤니케이션학,MAS3001-02,3.0,24,없음,알수없음,0.0,0.0
광고4.0,이선영,월수,16:30~17:45,없음,신문방송학,JAS3007-01,3.0,2,없음,알수없음,0.0,0.0
광고4.0,이선영,월수,16:30~17:45,없음,커뮤니케이션학,JAS3007-01,3.0,2,없음,알수없음,0.0,0.0
헬스커뮤니케이션과디지털미디어,유현재,화목,10:30~11:45,없음,,,,,,,,
텔레비전론,원용진,월수,12:00~13:15,없음,,,,,,,,
창의적말하기와글쓰기,김지연,월수,10:30~11:45,없음,,,,,,,,
광고커뮤니케이션과소비자심리분석,유현재,화목,09:00~10:15,없음,,,,,,,,
"창의적뉴스,다큐멘터리랩",원용진,화목,13:30~14:45,없음,신문방송학,JAS4010-01,3.0,34,없음,알수없음,0.0,0.0
"창의적뉴스,다큐멘터리랩",원용진,화목,13:30~14:45,없음,커뮤니케이션학,JAS4010-01,3.0,34,없음,알수없음,0.0,0.0
데이터마이닝,임종섭,화목,13:30~14:45,없음,,,,,,,,
전략커뮤니케이션기획실습,신호창,금,10:30~13:15,없음,,,,,,,,
매스컴연구,박승일,수금,13:30~14:45,없음,신문방송학,JAS4024-01,3.0,3,없음,알수없음,1.0,0.0
매스컴연구,박승일,수금,13:30~14:45,없음,커뮤니케이션학,JAS4024-01,3.0,3,없음,알수없음,1.0,0.0
소셜미디어와글로벌소비자행동,윤각,화목,16:30~17:45,없음,신문방송학,JAS4032-01,3.0,24,도도,1.217,0.0,0.0
소셜미디어와글로벌소비자행동,윤각,화목,16:30~17:45,없음,커뮤니케이션학,JAS4032-01,3.0,24,도도,1.217,0.0,0.0
영상제작(캡스톤디자인),현대원,월수,10:30~11:45,없음,미디어&엔터테인먼트,MAE2003-01,3.0,3,없음,알수없음,0.0,0.0
영상제작(캡스톤디자인),현대원,월수,10:30~11:45,없음,커뮤니케이션학,MAE2003-01,3.0,3,없음,알수없음,0.0,0.0
"미디어,인간,사회",김정현,화목,16:30~17:45,없음,미디어&엔터테인먼트,MAE3002-01,3.0,2,천사,1.264,0.0,0.0
"미디어,인간,사회",김정현,화목,16:30~17:45,없음,커뮤니케이션학,MAE3002-01,3.0,2,천사,1.264,0.0,0.0
스토리와캐릭터(캡스톤디자인),배상민,금,10:30~13:15,없음,미디어&엔터테인먼트,MAE3005-01,3.0,24,없음,알수없음,0.0,0.0
스토리와캐릭터(캡스톤디자인),배상민,금,10:30~13:15,없음,커뮤니케이션학,MAE3005-01,3.0,24,없음,알수없음,0.0,0.0
미디어엔터테인먼트조직과산업의이해,조재희,화목,15:00~16:15,없음,미디어&엔터테인먼트,MAE3009-01,3.0,24,없음,알수없음,0.0,0.0
미디어엔터테인먼트조직과산업의이해,조재희,화목,15:00~16:15,없음,커뮤니케이션학,MAE3009-01,3.0,24,없음,알수없음,0.0,0.0
Editing Aesthetics,"Unger, Michael Anthony",화목,13:30~14:45,없음,,,,,,,,
Editing Aesthetics,김재홍,월,13:30~16:15,없음,,,,,,,,
커뮤니케이션학입문,조재희,화목,10:30~11:45,없음,,,,,,,,
인간-미디어상호작용의이해,사영준,월수,10:30~11:45,없음,미디어&엔터테인먼트,MAE3016-01,3.0,24,악마,알수없음,0.0,0.0
인간-미디어상호작용의이해,사영준,월수,10:30~11:45,없음,커뮤니케이션학,MAE3016-01,3.0,24,악마,알수없음,0.0,0.0
설득과미디어,임인재,월수,12:00~13:15,없음,미디어&엔터테인먼트,MAE4004-01,3.0,2,없음,알수없음,0.0,0.0
설득과미디어,임인재,월수,12:00~13:15,없음,커뮤니케이션학,MAE4004-01,3.0,2,없음,알수없음,0.0,0.0
극작워크샵,배상민,수금,15:00~16:15,없음,,,,,,,,
초지능사회론,현대원,화목,10:30~11:45,없음,미디어&엔터테인먼트,MAE4012-01,3.0,14,없음,알수없음,0.0,0.0
초지능사회론,현대원,화목,10:30~11:45,없음,커뮤니케이션학,MAE4012-01,3.0,14,없음,알수없음,0.0,0.0
세계연극사,박주희,수금,09:00~10:15,없음,미디어&엔터테인먼트,MAE4020-01,3.0,3,없음,알수없음,0.0,0.0
세계연극사,박주희,수금,09:00~10:15,없음,커뮤니케이션학,MAE4020-01,3.0,3,없음,알수없음,0.0,0.0
디지털방송론,전희영,화목,15:00~16:15,없음,미디어&엔터테인먼트,MAE4031-01,3.0,2,없음,알수없음,0.0,0.0
디지털방송론,전희영,화목,15:00~16:15,없음,커뮤니케이션학,MAE4031-01,3.0,2,없음,알수없음,0.0,0.0
가상현실콘텐츠기획제작,김기윤,월,13:30~16:15,없음,,,,,,,,
Humanities & creativity,정지수,월,13:30~16:15,없음,,,,,,,,
Intro to Digital Arts,주진호,수금,15:00~16:15,없음,아트&테크놀로지,AAT2003-01,3.0,14,없음,1.383,1.0,0.0
Intro to Creative Computing,김주섭,월수,10:30~11:45,없음,아트&테크놀로지,AAT2004-01,3.0,14,없음,2.451,0.0,1.0
Creative Capstone Project 1(캡스톤디자인),"김주섭, 김상용, 주진호",금,16:30~19:00,없음,,,,,,,,
Creative Capstone Project 2(캡스톤디자인),"김주섭, 김상용, 주진호",금,16:30~19:00,없음,,,,,,,,
Digital Fabrication,최용순,월수,16:30~17:45,없음,아트&테크놀로지,AAT3003-01,3.0,24,없음,알수없음,0.0,0.0
Intro to Sonic Art,오예민,화목,09:00~10:15,없음,아트&테크놀로지,AAT3004-01,3.0,24,없음,알수없음,0.0,0.0
3D Modeling Studio,이형기,금,10:30~13:15,없음,아트&테크놀로지,AAT3015-01,3.0,24,도도,0.945,0.0,0.0
Computer Graphics,김주섭,화목,10:30~11:45,없음,아트&테크놀로지,AAT4001-01,3.0,24,없음,알수없음,0.0,1.0
Web Studio,이혜주,금,10:30~13:15,없음,아트&테크놀로지,AAT4002-01,3.0,24,없음,알수없음,0.0,0.0
Live Performance Studio,김희재,월,13:30~16:15,X514,아트&테크놀로지,AAT4003-01,3.0,24,없음,알수없음,0.0,1.0
Storytelling Workshop,김상용,수금,15:00~16:15,없음,,,,,,,,
VFX Studio,이형기,화목,12:00~13:15,없음,아트&테크놀로지,AAT4008-01,3.0,34,도도,알수없음,0.0,0.0
Deep Learning & Computer Vision,이상욱,화목,16:30~17:45,없음,아트&테크놀로지,AAT4013-01,3.0,34,없음,알수없음,0.0,0.0
졸업창작프로젝트3(캡스톤디자인),김주섭,금,16:30~19:00,없음,아트&테크놀로지,AAT4017-01,1.0,34,없음,알수없음,0.0,0.0
Korean Studies and Data Science,조은경,화목,12:00~13:15,없음,,,,,,,,
AdvancedAcademicWritinginKoreanStudies,"De Fremery, Peter Wayne",화목,10:30~11:45,없음,,,,,,,,
Introduction to Korean Literature,"De Fremery, Peter Wayne",월수,10:30~11:45,없음,,,,,,,,
Intro to Korea thru Literature and Film,방희경,화목,10:30~11:45,없음,,,,,,,,
Introduction to Statistical & Exploratory Data Analysis,서용덕,월수,16:30~17:45,없음,글로벌한국학,GKS3008-01,3.0,14,없음,알수없음,0.0,0.0
Korean Studies in Practice 2(캡스톤디자인),김동택,화목,16:30~17:45,없음,글로벌한국학,GKS3013-01,3.0,14,없음,알수없음,0.0,0.0
Korean Language and Society-Beginner,신승혜,월수,10:30~11:45,없음,,,,,,,,
Korean Language&History-Advanced,신승혜,월수,12:00~13:15,없음,,,,,,,,
Digital Arts and Scholarly Craft in Korean Studies,"De Fremery, Peter Wayne",월,13:30~16:15,없음,,,,,,,,
빅데이터컴퓨팅,박수진,화목,13:30~14:45,없음,,,,,,,,
인공지능종합설계1(캡스톤디자인),박형민,화목,16:30~17:45,없음,인공지능,AIC4010-01,3.0,4,없음,알수없음,0.0,0.0
인공지능종합설계2(캡스톤디자인),박형민,화목,15:00~16:15,없음,인공지능,AIC4011-01,3.0,4,없음,알수없음,0.0,0.0
대학생활을위한학문적읽기,조윤정,수,14:30~17:30,없음,,,,,,,,
대학생활을위한비판적쓰기,박순란,금,14:30~17:30,없음,,,,,,,,
대학생활을위한전략적듣기,오문경,목,14:30~17:30,없음,,,,,,,,
대학생활을위한논리적말하기,조윤정,화,14:30~17:30,없음,,,,,,,,
한국문화이해를위한학문적읽기,오문경,수,14:30~17:30,없음,,,,,,,,
한국문화이해를위한비판적쓰기,박순란,화,14:30~17:30,없음,,,,,,,,
한국문화이해를위한전략적듣기,민진영,금,14:30~17:30,없음,,,,,,,,
한국문화이해를위한논리적말하기,민진영,목,14:30~17:30,없음,,,,,,,,
한국사회이해를위한학문적읽기,박지현,목,14:30~17:30,없음,,,,,,,,
한국사회이해를위한비판적쓰기,민진영,수,14:30~17:30,없음,,,,,,,,
한국사회이해를위한전략적듣기,오문경,금,14:30~17:30,없음,,,,,,,,
한국사회이해를위한논리적말하기,박지현,화,14:30~17:30,없음,,,,,,,,
한국대중문화의이해,이영은,화목,10:30~11:45,없음,,,,,,,,
영화로이해하는한국,정다훈,화목,12:00~13:15,없음,,,,,,,,
한류와문화산업,정호대,화목,09:00~10:15,없음,,,,,,,,
한국의국제관계,김종원,월수,12:00~13:15,없음,,,,,,,,
미디어의변화와한국,오지섭,월수,10:30~11:45,없음,,,,,,,,
